QUESTION,ANSWER,TAGSET,LEMMA
글켐 통대에 재학 중인 17입니다 이중전공으로 문화콘텐츠학과 전공 하려고 하는데 학점은 평균 몇점대 정도 돼야하나요 제가 학점이 많이 낮아서 그리고 배정기준이 전체선발이라고 돼있는데 무슨 말인가요,,['DM'],통대 재학 17 이중전공 문화콘텐츠 학과 전공 학점 평균 정도 제가 학점 배정 기준 전체 선발
제가 마인어를 이중전공을 할건데요 나중에 인도네시아 해외유학이나 연수 그런제도가 마련되어 있나요 1전공생들과의차별이 많이심할까요 궁금합니다,,['DM'],제가 마인 이중전공 나중 인도네시아 해외 유학 연수 제도 마련 전공 차별 심하
제가 코어 지역전문가를 신청했는데 장학금 지급은 언제 어떤조건으로 되나요,,['UK'],제가 코어 지역 전문가 신청 장학금 지급 조건
이중전공을 듣다가 다른걸로 바꾼 경우에는 처음부터 이중전공 학점을 채워야하나요 아니면 인정해 주나요,,['DM'],이중전공 바꾸 경우 처음 이중전공 학점 채우 인정
제가 전공 재수강을 잔뜩 해야 할 거 같은데 재수강은 학과 내규상관없이 절대평가인거 맞 죠 아니라는 끔찍한 소릴 들어서,,['UK'],전공 재수강 재수강 학과 내규 상관 절대 평가 아니 소리
동기한테 들었는데 군휴학 하고 복무중인 사람이 들을 수 있는 싸강이 있나요 있다길래,,['UK'],동기 휴학 복무 사람 싸강 있다
이중전공때문에 질문 올립니다경제나 경영 전공심화 셋중하나 부전공 할생각인데 이중전공 아무거나 신청했다 떨어져도 부전공은 여전히 자유롭게 신청 가능하죠,,"['SM', 'DM', 'UK']",이중전공 때문 질문 올리 경제 경영 전공심화 하나 부전공 생각 이중전공 아무거 신청 떨어지 부전공 자유 신청 가능
저는 수학과고생공에 일반생물학및실험이라는 과목이 있고바메공에도 일반생물학실험이 있어요 근데 제가 바메공을 이중전공 할건데 생공의 일반생물학을 이미 수강했습니다 그러면 같은과목이니까 바메공 전공으로 인정해 주나요,,['DM'],수학 고생 일반 생물학 실험 과목 있고바메공 일반 생물학 실험 바메공 이중전공 생공 일반 생물학 수강 그러 과목 바메 전공 인정
이중전공 신청 기준 중 학점은 12학기 평점인가요 아니면 1학기만 들어가나요,,['DM'],이중전공 신청 기준 학점 12 학기 평점 학기 들어가
제가 먼저 A전공을 부전공으로 신청해서 한 학기동안 들어보고 적성에 맞으면 2학기에 이중전공으로 올리고 싶은데요 이런 경우에는 부전공에서 이중전공으로 올릴때 어떤기준이 필요한지 궁금합니다 그리고 변경하는 방법도 여쭤보고 싶습니다,,"['SM', 'DM']",전공 부전공 신청 학기 동안 적성 학기 이중전공 올리 경우 부전공 이중전공 올리 기준 필요 변경 방법 여쭈
제가 겨울방학때 핵심인문기초를 재수강하려고 그러는데 그 다른 문화와 예술역사와철학이있는 그 교양 카테고리에서 재수강 못하죠 핵심인문기초카테고리내에서만 재수강해야 되죠,,['UK'],겨울 방학 핵심 인문 기초 수강 그러 문화 예술 역사 철학 교양 카테고리 재수강 핵심 인문 기초 카테고리 수강
제가 이중전공 행정으로 하려고 하는데 이중전공 사람들도 졸업논문 써야하나요,,['DM'],제가 이중전공 행정 이중전공 사람 졸업 논문
2학년때 전공필수과목을 안듣고 나중에 들어도 되나요,,['UK'],학년 전공 필수 과목 나중
언제나 수고가 많으십니다이중전공 관련해서 질문이 있는데요1지망 2지망 둘다 해서 1지망 붙으면 무조건 1지망으로 배정받는거죠 2지망은 1지망을 떨어졌을때만 고려해서 배정해주는 거죠1지망을 붙었는데 혹시 2지망과가 미달이라 거기를 배정해준다던가 하는 2지망영향이 있을까 해서요,,['DM'],수고 이중전공 관련 질문 지망 지망 지망 지망 배정 지망 지망 떨어지 고려 배정 지망 지망 미달 거기 배정 지망 영향
교환학생 가서 듣는 과목들 성적 평가 방식이 패스올패일이면 올 패스 받았을땐 학점 계산이 어떻게 되는 건가요 직전 학기 외대에서 받은 학점을 따라가나요,,['UK'],교환 학생 과목 성적 평가 방식 패스올패일 패스 학점 계산 어떻 직전 학기 외대 학점 따라가
고생 많으십니다이중전공하는 과에서 교직이수가 가능한가요가능한 과는 무엇이 있으며 어디서 확인할 수 있나요 국금이나 경영 gbt중에 가능한 과 있나요이 외에도 교직이수를 할수 있는 방법이 있다면 알려주세요,,['DM'],고생 이중전공 교직이수 가능 가능 무엇 어디 확인 경영 가능 교직이수 방법 알리
계절학기로 미네르바 재수강을 하려고 하는데요 신청방법은무엇이고 수강료는 얼마인가요 ,,['UK'],계절 학기 미네르바 재수강 신청 방법 무엇 수강료 얼마
1학기때는 5월 8월 3째주 금요일에 장학금 지급됐다던데 요번학기는 오늘인데 안들어오네요학교 어디로 문의해야알 수 있을까요,,['UK'],학기 5월 8월 금요일 장학금 지급 요번 학기 오늘이 들어오 학교 어디 문의
항상 사랑합니다 부전공은 계속변경가능한 거죠,,[],
궁금한점이있어요 저는 상경을 1전공으로 하고 있습니다 이중전공 독일어로 하려고 했는데융합전공에서 국가리더전공 지역경제개발전공 EU 브릭스에도 관심이 생겨서요이 전공에서는 뭘 배우나요또 커리큘럼은 어떤지 알려주세요^^,,"['UM', 'DM']",상경 전공 이중전공 독일어 융합전공 국가 리더 전공 지역 경제 개발 전공 브릭스 관심 생기 전공 배우 커리큘럼 어떻 알리
이중전공 조건에 토익이있으면 신청하기 전까지 이 성적을 가지고 있어야 되나요,,['DM'],이중전공 조건 토익 신청 성적 가지
저는 국가리더 생각하고 있는데글캠에는 형법이랑 설캠이 민법인걸로 알고 있어요근데 글캠인 학생이 설캠 수업 들을 수는 없나요형법 보다는 민법에 더 관심이 많아서요,,['UK'],국가 리더 생각 있는데글캠 형법 설캠 민법 글캠 학생 수업 형법 민법 관심
제가 부전공을 신청을 할 예정인데 아직 신청되지 않은 상태에서 부전공 할 학과의 계절학기를 신청해서 들을 수 있나요,,['SM'],제가 부전공 신청 예정 신청 상태 부전공 학과 계절 학기 신청
저희 학교 교수님들 연락처 일람 어디서 볼 수 있을까요융복합소프트웨어 전공 주임 교수님과 만나뵈어야 할 일이 있는데 연락처를 모르니 알려주세요,,['UK'],저희 학교 교수 연락처 일람 어디 복합 소프트웨어 전공 주임 교수 만나 연락처 모르 알리
죠교님 이번 2학기 때 진로설계세미나 듣고 있는 17학번입니다만약 패스페일 과목을 페일하게 되면 그냥 학점이 사라지는 건지 아님 F로 되어서 2학기 학점에 영향을 끼치게 되는지 궁금합니다친구들한테 물어보니 다들 말이 달라서 여쭤봐요항상 수고가 많으세요 정말 감사합니다,,['UK'],죠교 이번 학기 진로 설계 세미나 17 학번 패스페 과목 페일 학점 사라지 아니 학기 학점 영향 끼치 친구 물어보 다르 여쭤봐요 수고 감사
<게시물 댓글 관리 지침>게시판에 질문글을 올리시면 저보다 먼저 그리고 자세하게 답글 달아주시는 분들이 있어 힘이 됩니다 학사행정과 관련된 정보 공유 효과도 얻을 수 있어 여러모로 감사함도 느끼고 있고요하지만 한편으론 그런 것도 모르냐 당연한 걸 왜묻냐는 식의 비꼬기와 반말로 댓글을 다는 일부 학생들도 있어 안타까운 마음이 드는 것도 사실입니다 질문과는 전혀 상관없는 댓글을 다는 분들도 더러있고요이에 따라 건전한 게시판 운영을 위해 아래의 댓글 관리 지침을 안내하오니 참고해주시길 바랍니다* 해당 지침에 해당되는 댓글들은 별도 통보 없이 삭제 및 경,,['UK'],게시 댓글 관리 지침 게시판 질문 올리 학사 행정 관련 정보 공유 효과 감사 느끼 한편 모르 비꼬기 반말 댓글 일부 학생 안타깝 마음 사실 질문 상관없 댓글 따르 건전 게시판 운영 위하 아래 댓글 관리 지침 안내 참고 바라 해당 지침 해당 댓글 별도 통보 삭제
엘디 엘티학부의 경우 이중전공 신청 기간이 1월 초던데이걸 하려면 이중전공 신청기간에 안하고 기다리고 있으면 되나요,,['DM'],엘티학부 경우 이중전공 신청 기간 이거 이중전공 신청 기간 기다리
flex 정기시험 보면 상시시험 2회 볼수 있는 걸로 알고 있는데상시시험으로도 실요영어 학점대체 되나요,,['UK'],정기 시험 상시 시험 상시 시험 영어 학점 대체
노어과 같은 경우 전공생들은 외고생 유학생 등은 처음부터 상위 반에 배치된다고 하는데 이 제도가 이중전공생과 부전공생에도 해당되는 건가요,,"['SM', 'DM']",노어 경우 전공 외고 유학생 처음 상위 배치 제도 이중전공 부전공 해당
나날이 추워지는데 항상 따뜻하게 다니시길 바랍니다다름이 아니라 게시판에 게시물을 부착할 경우 어디에서 허가를 받으면 되나요 글캠 학생입니다,,['UK'],다니 바라 다르 아니 게시판 게시 부착 경우 어디 허가 학생
글캠 전자과 학생인데혹시 영어학과 이중전공 신청 가능한가요,,['DM'],전자 학생 영어 학과 이중전공 신청 가능
항상 고생이 많으십니다 경제 부전공 경영트랙과 내 교류 학점 인정 을 하고 있는데경제학과에서 경제학원론을 들었다면 경영학과의 경제학원론 수업을 들을 수 없는 건 가요,,['SM'],고생 경제 부전공 경영 트랙 교류 학점 인정 경제학 경제학 원론 경영학과 경제학 원론 수업
계절학기도 장바구니 기능이 있는 건가요 공고에 해당 내요은 없는 거 같아서요쭤봅니다,,['UK'],계절 학기 장바구니 기능 공고 해당 내요 같아서요쭤
계절때 재수강 하면 재수강 카운트에 안 들어가나요,,['UK'],계절 재수강 하면 재수강 카운트 들어가
코어산업과 융합전공관련해서 질문이 있습니다 현재 서양어대학 1학년으로 재학 중입니다 제가 1학기에 글로벌지역학 모델로 코어사업 신청을 했습니다 지금은 융합전공 융복합소프트웨어를 이수하려고 생각하고 있습니다 이런경우 코어사업 신청을 취소해야 하나요 아니면 그냥 11월 말에 융복합소프트웨어를 신청하면 되나요언제나 친절한답변 감사합니다,,['UM'],코어 산업 융합전공 관련 질문 서양어 대학 학년 재학 제가 학기 글로벌 지역학 모델 코어 사업 신청 지금 융합전공 융복 소프트웨어 이수 생각 경우 코어 사업 신청 취소 11 융복 소프트웨어 신청 친절 답변 감사
저는 지난학기에 이중전공을 신청했다가 다음학기부터 부전공으로 바꾸고 싶어하는 2학년생입니다 부전공전공심화을 신청하고 나면 이중전공은 자동으로 취소되는 건가요 그리고 부전공은 어떻게 신청해야 하나요,,"['SM', 'DM', 'UK']",지나 학기 이중전공 신청 다음 학기 부전공 바꾸 학년 부전공 전공심화 신청 이중전공 자동 취소 부전공 어떻 신청
이중전공 1지망 떨어지면 그 1지망으로 무조건 부전공되는 거 아니죠항상 감사합니다^^,,"['SM', 'DM']",이중전공 지망 떨어지 지망 무조건 부전공 아니 감사
두 가지 질문이 있습니다1 졸업시험이 강의시간이랑 겹치는데 교수님께 말씀드리면 그냥 인정해주시는 건지 유고결석계가 따로 있는 건지 궁금합니다2 혹시 졸업시험을 떨어진다고 해도 논문으로 대체할 수 있다는데 그 논문에 관한 것은 과사에 물어봐야하나요,,['UK'],가지 질문 졸업 시험 강의 시간 겹치 교수 말씀 드리 인정 유고결석계 졸업 시험 떨어지 논문 대체 논문 관하 과사
이중전공을 캠간으로 했을 때1년은 글캠1전공 1년은 설캠2전공으로 수강신청이 가능한가요 아니면 무조건 학기에 2개 전공을 동시 이수해야 하나요,,['DM'],이중전공 캠간 글캠1전 1년 설캠2 전공 수강 신청 가능 학기 전공 동시 이수
저는 2-1은 부전공 듣고 2-2에 부전공 이중전공 올리려고 하는데요 부전공 듣겠다고 생각하면 이중전공 신청하면 안 되는 건가요 저는 1학기 부전공 중국 외교통상을 듣고 2학기때 중외통이 적성이 맞으면 그대로 아니면 상경계열로 이중전공 올리고 싶거든요 부전공 신청 어떻게 하나요 나중에 공지가 뜨나요 알려주시면 감사하겠습니다,,"['DM', 'SM']",부전공 부전공 이중전공 올리 부전공 생각 이중전공 신청 학기 부전공 중국 외교 통상 학기 중외통 적성 아니 상경 계열 이중전공 올리 부전공 신청 하나 나중 공지 알리 감사
