,내용,분류,명사토큰
212,"조교님 안녕하세요!이중전공 신청 전에 해당 과 전공을 미리 들어보고싶은데, 비고란에 보면 다 1전공자 혹은 2학년 이상 이중(부)전공자 대상 수업이라고 되어있으면 1학년때 자선으로 수강할수 없는건가요? ㅜㅜ",2,조교 이중 전공 신청 전 해당 과 전공 미리 비고 란 전공자 학년 이상 이중 부 전공자 대상 수업 학년 때 자선 수강 가요
213,안녕하세요 고생 많으십니다!다름 아니라 다음 학기 등록 휴학 예정 중인데 깜빡하고 면학장학금을 신청하지 못했습니다.이럴 경우 휴학 중이라도 학기 중 면학 장학금 신청 기간에 신청할 수 있나요? 감사합니다.,9,고생 다음 학기 등록 휴학 예정 중 깜빡 면학 장학금 신청 경우 휴학 중이 학기 중 면학 장학금 신청 기간 신청 수
214,"안녕하세요 조교님 새해복 많이받으세요다름이 아니라 제가 요번학기 휴학을 해야하는데, 외국에 있다보니 정신없어서 휴학신청기간을 잊어버렸습니다 ㅠㅠ 혹시 또 다른 신청기간이 있나요...? 제가 학종지에 방문 할 수 있는 방법이 없어요 한국에 거주하지 않아서요 ㅠㅠ",9,조교 새해 복 제 번 학기 휴학 외국 정신 휴학 신청 기간 혹시 또 다른 신청 기간 제 학 종지 방문 수 방법 한국 거주
215,"안녕하세요 조교님!항상 고생하십니다ㅜㅜ제가 2019 1학기를 다니고 2학기를 휴학했다가 이번에 복학하는데요,2019 1학기에 들은 16학점 중 8학점을 이번 학기에 재수강하게 되었습니다..재수강으로 수업의 3/4를 들으면 원래 성적이 삭제되는 것은 알고 있는데 혹시 수강한 학점도 사라지는 건가요?재수강을 하면 저는 2019 1학기에 8학점을 들은 게 되는 건가요..?답변 부탁드리겠습니다~감사합니다!!",1,조교 항상 고생 제 학기 학기 휴학 이번 복학 학기 학점 중 학점 이번 학기 재수강 재수강 수업 를 원래 성적 삭제 것 알 혹시 수강 학점 건가 재수강 저 학기 학점 게 건가 답변
216,안녕하세요 조교님!항상 고생이 많으십니다!군휴학중인 친구 아이디로 수강신청한 강의가정정기간이 아닌 드랍기간(포강기간)까지남아있다고 알고있는데 맞나요?,3,조교 항상 고생 군 휴학 친구 아이디 수강신청 강의 정정 기간 드랍 기간 포강 기간 남아
217,안녕하세요 조교님이번학기 군대를 가게 돼서 휴학하려고 합니다근데 등록을 하고나서 휴학을 하려고 했는데 이번 주 이래저래 바빠서 수강신청을 못하게 됐습니다수강신청을 안하면 등록은 안돼고 자동으로 휴학처리 돼는건지 아니면 등록금만 따로 납부해서 등록한 후에 휴학이 가능한지 궁금합니다,9,조교 이번 학기 군대 가게 휴학 등록 휴학 이번 주 수강신청 수강신청 등록 자동 휴학 처리 등록금 납부 등록 후 휴학
218,안녕하세요 조교님!다름이 아니라 제가 군휴학을 해서 현재 입대 중인 친구에게 부탁하여 아이디를 넘겨받아 강의를 하나 잡게 되었습니다편법인 것을 알지만 너무 급했습니다ㅠㅠㅠㅠㅠㅠ근데 오늘 수강신청 마감 전에 그 친구 아이디에 있는 강의를 드랍하는 것을 깜빡해서 현재 그 친구는 군휴학 중 수강신청이 되어 있는 상태입니다이 경우 자동 복학이 되는건가요....?반대로 자동삭제 등등의 얘기도 많던데 정확한 내용을 알아야해서요ㅠㅠㅠㅠ학교에 문의하려 했으나 주말이 낀 관계로 급하게라도 답변 부탁드려봅니다ㅜㅠㅠㅠㅠㅠ,0,조교 제 군 휴학 현재 입대 중인 친구 부탁 아이디 강의 하나 편법 것 알 오늘 수강신청 마감 전 그 친구 아이디 강의 드랍하 것 깜빡 현재 그 친구 군 휴학 중 수강신청 상태 경우 자동 복학 가요 반대 자동 삭제 등등 얘기 내용 알 학교 문의 주말 관계 답변
219,"안녕하세요 조교님! 제가 이번학기에 휴학을 할까말까 아직 고민중이에요...ㅠㅠ 경영 부전공생인데 이번에 경영대에서 시스템을 싹 다 바꿔놔서 제가 수강신청기간에 아무것도 할 수 있는게 없고 결국 개강을 하고 수강 정정 기간에 수업을 잡아야합니다 또 그때도 수업을 잡지 못 할 가능성이 커서 많이 불확실한 상태인데요 그래서 제가 조교님께 여쭤볼것은 방학 때 등록금 납부를 하고 개강을 한 뒤에 오티주에 휴학을 신청을 하는것이 가능한지, 등록금은 다 돌려받을 수 있는건지 궁금합니다!",9,조교 제 이번 학기 휴학 고민 경영 부전 공생 이번 경영 시스템 싹 제 수강신청 기간 것 수 개강 수강 정정 기간 수업 또 그때 수업 잡지 못 가능성 커서 상태 요 제 조교 방학 때 등록금 납부 개강 뒤 티주 휴학 신청 등록금 수
220,졸업예정이라 전공 하나만 잡으면 됐는데못잡았어요ㅠㅠㅠ정정기간이랑 증원신청 해야하는데등록은 어떡하죠??그 때 잡고 추가 등록하면 되나요?,5,졸업 예정 전공 하나 정정 기간 증원 신청 등록 그 때 잡고 추가 등록
221,항상 감사합니다 조교님!혹시 전공 심화(지역학)+ 이중전공도 가능한가요?70학점 +42학점+ 32학점 = 144학점으로요..,8,항상 조교 혹시 전공 심화 역학 이중 전공 학점 학점 학점 학점 요
222,조교님 안녕하십니까!다름이 아니라 휴학 관련해서 문의드리려고 합니다. 오늘이 휴학 신청 마감일인데 아직 인턴 결과가 나질 않았습니다. 이 인턴이 합격하면 휴학을 하고 아니면 그대로 등록을 할 거 같은데.. 혹시 휴학 신청 마감일 이후에도 휴학을 신청할 수 있는건가요? 공지사항 보니 방문 신청하면 된다고는 하는데 확실치가 않아서요ㅜㅜ 답변 부탁드립니다!,9,조교 안녕하십니까 휴학 관련 문의 오늘이 휴학 신청 마감 일 인턴 결과 이 인턴 합격 휴학 그대로 등록 거 혹시 휴학 신청 마감 일 이후 휴학 신청 수 가요 공지 사항 방문 신청 확실 치가 답변
223,조교님 안녕하세요! 이중전공생도 본전공생 수업으로 전공학점을 채우는 건가요?? 아니면 따로있는 이중수업만 들어야 하는 건가요??,0,조교 중전 공생 공생 수업 학점 건가 이중 수업 건가
224,조교님 안녕하세요글캠학생인데 겨울 계절학기로 미네르바 2를 서울캠에서 들었었는데 성적이 아직 안올라와서요 ㅠㅠ제가 따로 뭐 신청해야하는건가요?,1,조교 글캠 학생 겨울 계절 학기 미네르바 를 캠 성적 제 뭐 신청 가요
225,조교님 안녕하십니까^^제가 영어하과 전공하는데 영어교류라고 쓰이지 않은 영미문학 전공 수업을 들어도 문제가 없나요?,2,조교 안녕하십니까 제 영어 전공 영어 교류 영미문학 전공 수업 문제
226,조교님 마지막 학기는 12학점 아래로 들어도 되나요? 이를테면..9학점 정도!,8,조교 마지막 학기 학점 아래 학점 정도
227,"조교님!재수강을 할 때 같은 과목이기만 하면 된다고 했는데,혹시 수준, 즉 중고급반과 초급반이 있는 경우 같은 수준의 과목으로 재수강해야 인정이 되는 건가요? 예를 들어 1학년 때 초급반 수업을 들었는데 이를 재수강하고 싶을 때 꼭 초급반을 들어야 하는지, 또는 반대로 1학년 때 중고급반 수업을 들었는데 이를 재수강하고 싶을 때 꼭 중고급반 수업을 들어야 하는지 궁금합니다!읽어주셔서 감사합니다??",6,조교 재수강 때 과목 이기만 혹시 수준 즉 중고 반 초 반 경우 수준 과목 재수강 인정이 건가 예 학년 때 초 반 수업 재수강 때 꼭 초 반 반대 학년 때 중고 반 수업 재수강 때 꼭 중고 반 수업
228,9학기 이상 등록 등록금 감면 관련...안녕하세요 에타조교님!제가 이번학기 9학기 등록인데요개강일이 미뤄져서 좀 혼란스럽네요.9학점 이하 신청자는 3월 13일에 일괄적으로 등록금이 감면된다는데 그럼 변경기간(개강일 3/16일 이후 예상)에 수강 변경하게되면 등록금 감면이 다시 변경될 예정인가요?수강신청 취소기간에 변경한 것에 대해서만 감면이 불가한 거니까 변경기간까지 확정이 나고 등록금을 감면하는 절차로 되겠죠?감사합니다!,1,학기 이상 등록 등록금 관련 에타 조교 제 이번 학기 학기 등록 개강 일이 좀 혼란 학점 이하 신청 일괄 등록금 변경 기간 개강 일 이후 예상 수강 변경 면 등록금 다시 변경 예정 수강신청 취소 기간 변경 것 대해 만 거 변경 기간 확정 등록금 절차
229,"안녕하세요 조교님~다름이 아니라, 제가 교양 과목을 다른 카테고리의 다른 과목으로 재수강하기 위해서 재수강 체크를 한 후 해당 과목을 신청했습니다. 그런데 재수강이 아닌 초수강으로 듣기로 마음이 바뀌었습니다. 이런 경우에 재수강 체크를 했어도, 연결 기간에 연결을 안해주면 자동으로 초수강 처리가 될까요?? 항상 수고 많으십니다!!",6,조교 제 교양 과목 다른 카테고리 다른 과목 재수강 위해 재수강 체크 후 해당 과목 신청 재수강 초 수강 듣기 마음 경우 재수강 체크 연결 기간 연결 자동 초 수강 처리 요 항상 수고
230,"에타 조교님 :)제 부전공이 미컴인데 , 다른 세부 (언론 , 광고) 들어도 전공 학점 인정되나요?",8,에타 조교 제 부전 공이 컴 다른 세부 언론 광고 전공 학점 인정
231,"에타조교님 안녕하세요!제가 2019년 1학기에 등록휴학하고,2학기에 휴학유지시키고이번 2020년 1학기에 복학하게 됩니다!근데 등록휴학하면 복학하는 학기에 등록금 안 내도 된다는데그럼 저는 2020년 1학기 등록금 안 내도 되는 건가요?확인사살 받고 싶습니다..",1,에타 조교 제 학기 등록 휴학 학기 휴학 유지 이번 학기 복학 등록 휴학 복학 학기 등록금 안 저 학기 등록금 안 건가 확인 사살
232,안녕하세요 조교님복학및휴강때문에 질문드립니다.개강이 2주연기되면 수업1/4선도 자연스레 늦춰지나요??,3,조교 복학 및 휴강 때문 질문 개강 연기 수업 선도
233,"안녕하세요 조교님1, 제가 1학년 1학기를 마치고 2학기 휴학 후에 올해 다시 복학할려 합니다. 올해 1학기를 다니고 다시 2학기때 휴학을 해서 12월에 조기복학..?을 하면 전과 신청이 가능한가요??2, 1-2학기때 재수강으로 학점을 복구하면 전과신청할때도 복구한 점수로 평가하는거 맞나요??3, 만약 1년 이수학점이 34학점이 안된다면 전과 기회는 아예 없어지는건가요??질문이 많은데 죄송해요ㅜㅜ답변 부탁드리겠습니다!!",1,조교 제 학년 학기 마치 학기 휴학 후 올해 다시 복학 올해 학기 다시 학기 때 휴학 조기 복학 전과 신청 학기 때 재수강 학점 복구 전과 신청 때 복구 점수 평가 만약 학점 학점 전과 기회 아예 가요 질문 답변
234,조교님 안녕하세요!교환 후 학점 인정에 관해서 묻고 싶어요 만약 따로 본전공 학점 인정 절차를 거치지 않으면 자동으로 자선으로 들어가나요? 아니면 자선 학점으로 인정하는 것 또한 어떤 절차가 필요한가요? 본전공은 대학 홈페이지에 들어가면 알 수 있는데 교환 후 자선 학점 인정에 대한 공지사항ㅇ나 설명은 어디서 찾을 수 있을까요? (성적 패스 기준과 시수에 해당하는 학점 인정이 궁금해요 ㅜㅜ),8,조교 교환 후 학점 인정 관해 만약 전공 학점 인정 절차 거치 자동 자선 자선 학점 인정 것 또한 절차 전공 대학 홈페이지 알 수 교환 후 자선 학점 인정 대한 공지 사항 나 설명 수 성적 패스 기준 수 해당 학점 인정이
235,안녕하세요 조교님!1. A 전공이 B 전공을 신청하면 자선이 됩니다.2. 이때 타 전공을 신청한 다음 교양과목과 재수강 연결해서 자선으로 인정받을 수 있습니까?,2,조교 전공 전공 신청 자선 때 타 전공 신청 다음 교양과목 재수강 자선 수
236,"조교님 항상 수고가 많으세요! 궁금한 것이 있습니다학석사연계과정을 생각중인데요. 저는 전공이 어문계열이고요. 2-2를 마치고 한 학기 휴학 3-1에 칠쁠일을 다녀오려고 합니다. 그러면 96학점은 채울 수 있더라고요(20학점 들어서요)다녀와서 1학기에 3-2로 복학하게 됩니다(6학기) 만약에 선발이 된다고 하는 가정하에6,7학기를 마치고 대학원을 가기 전에 인턴을 다녀오는 등 휴학이 가능한가요? 아니면 바로 진학을 해야하는건가요?그리고 석사는 인턴이 안된다는 말을 들었는데 진짠가요?마지막으로 6,7학기에 들어야한다는 대학원 교양 9학점 그 과목들이나 수강신청 같은 정보는 어디서 확인해야하는가요? 답변 주시면 감사하겠습니다~",1,조교 항상 수고 것 학 사연 과정 생각 요 저 전공 어문 를 마치 학기 휴학 칠쁠일 학점 수 학점 학기 로 복학 학기 만약 선발 가정 학기 마치 대학원 가기 전 인턴 등 휴학 바로 진학 가요 석사 인턴 말 진 마지막 학기 대학원 교양 학점 그 과목 수강신청 정보 확인 답변 주시
