내용,댓글,댓글쓴이,대댓글여부,id
"안녕하세요 조교님!현재 휴학중인 상태고 다음학기에 복학을 하려고 하는데요,여름계절학기를 들을려고 하는데 공지사항에 2020-2복학(등록완료)처리를 해야한다고 나와있더라구요!그럼 지금 복학신청을 하면 되는 건가요? 그럼 자동으로 2학기 복학신청이 되는 건지 궁금합니다.",['계절학기는 6~7월인데 복학신청은 8월이니 시간상 미리 신청할 수는 없습니다 공지에 나와있는 건 2020-2학기에 복학을 해야 여름계절학기 때 들은 성적을 인정해 줄 수 있다는 뜻입니다'],['에타조교'],['parent'],122698282
조교님 안녕하세요! 2019-2 자비유학으로 해외에서 학점이수했습니다.사정이 있어 올해 2학기에 학점인정 절차를 밟을 수 있을 것 같은데 가능할까요? 최대한 빨리 학점 인정 받는 것이 좋지만 혹시 졸업 전까지만 인정 받으면 되는건가요? 감사합니다.,['해외연수를 통한 학점인정은 1학기 이내에 인정을 받는게 원칙입니다 본래대로라면 다음달에 있을 2회차 국제교류프로그램 학점인정 절차때까지는 신청을 해야합니다 다만 특별한 사유가 있으면 추후에도 인정해주는 경우는 있으니 우선 국제교류팀에 문의하셔서 상담을 받으시길 바랍니다'],['에타조교'],['parent'],122680924
"조교님 안녕하세용😊자선과목 3학점짜리 수강 후교양 2학점, 자선 1학점으로 나눠서 학점 인정 받는 것도 가능한가요? (혹은 자선 2학점, 교양 1학점)해당 자선과목은 교양으로 인정가능하다고 학종지에서 답변 받은 상태입니다!감사합니다, 오늘도 즐거운 하루 되세요! 😇","['자선으로 들은 수업을 교양으로 인정받는다면 아마 이수구분정정신청으로 하실텐데 이 경우엔 과목 단위로 인정됩니다 즉 자선수업 3학점짜리를 교양 3학점으로 변경하는 것이며 이걸 교양 2학점, 자선 1학점 이렇게 분할하는 건 되지 않습니다', '단 졸업학점을 채우기 위해 자선학점이 필요한 것이라면 굳이 자선으로 인정받을 필요는 없습니다 자선은 전공, 교양, 이중 등 뭘로 채우든 상관없는 학점이기 때문입니다 예를들어 교양 10학점, 자선 10학점을 들어야 한다면 교양 20학점, 자선 0학점이어도 졸업에는 지장 없습니다', '아하 그렇군요~ 세심한 답변 주셔서 정말 감사합니다! 😊']","['에타조교', '에타조교', '익명(글쓴이)']","['parent', 'parent', 'child']",122653334
"안녕하세요 에타조교님제1전공 과목을 재수강하려 하는데, 폐지가 됐다면 해당 전공 내 미이수 과목을 수강하면 되는 건가요?",['전공과목을 폐강할 시 학과에선 재수강생들을 위한 대체과목을 지정해 놓습니다 과사무실에 문의하셔서 대체과목이 무엇인지 확인바랍니다'],['에타조교'],['parent'],122632912
"조교님 안녕하세요 4-1을 재학중인 학생입니다. 현재 학기까지 포함하면 126학점을 소유하고 있습니다. 하지만 재수강할 과목들을 남겨놓은 상태입니다. 그래서 이번 여름 계절 6학점을 듣고 마지막학기를 들을 예정인데, 이때 막학기에는 계절학기를 수강신청이 가능한가요? 그리고 학점은 이수완료했지만 전공교류학점을 인정받지 않았는데 이 경우 5-1 수강신청할 수 있을까요?","['1. 막학기에도 계절학기 신청은 가능합니다 계절학점도 해당학기에 산입되거든요 2. 8학기까지 졸업학점을 모두 이수하면 수료생 처리가 되어서 9학기 신청이 불가능해집니다 즉 8학기 직후에도 졸업필수학점이 최소 1학점 이상 남아있어야 합니다', '만약 졸업학점은 이수하되, 전공학점이 부족한 경우도 가능한가요?', '총졸업학점을 넘겼어도 전공영역의 이수학점이 모자른 경우엔 가능합니다']","['에타조교', '익명(글쓴이)', '에타조교']","['parent', 'child', 'child']",122612290
조교님 건강하신지요?휴학중 학점 인정은 1회인정되는데군휴학 끝난 뒤 들은 계절도 1회에 포함되나요?,['휴학 중 학점인정과 복학 전 계절학기 이수는 서로 별개입니다 즉 둘다 할 수 있습니다'],['에타조교'],['parent'],122609722
"조교님, 안녕하세요! 학사경고 기준에 대해서 궁금한 것이 있어서 질문 드립니다.저는 이번 학기 총 14학점은 신청했습니다. 그 중 3학점이 재수강 학점이라 11학점만 초수강으로 신청을 하게 된 상황입니다.혹시 이럴 경우에는 제가 학사경고일까요?","['학사경고는 해당학기의 평점평균이 1.75미만일때 부여됩니다 이수학점이 0학점이 아닌 이상 학점때문에 학사경고를 받을 일은 없습니다 평점이 기준이죠', '아 감사합니다! 최저 이수학점인 12학점을 채우지 못해 학사경고를 받을까 걱정 되었습니다... 감사합니다 조교님!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",122571385
안녕하세요 조교님!!제가 휴학 신청을 할 때 복학 예정일을 21년도 1학기로 해두긴 했는데 사정 상 20년도 2학기에 복학을 할 것 같습니다!!그렇다면 20년도 계절학기를 수강할 수 있는지 궁금합니다😄,"['네 가능합니다 수강하고나서 20-2학기로 복학하시면 학기 중에 계절학점이 산입됩니다', '답변이 늦어서 죄송함니다ㅜㅜ 알려주셔서 감사해요!! 이제 점점 계절이 더워지는데 건강하세요:D']","['에타조교', '익명(글쓴이)']","['parent', 'child']",122549227
안녕하세용 수고 넘 많으세용 엘티학부 경제학원론(1) 원어강의를이번 계절학기에 열리는국제통상학과 경원론(1) 강의로 들어도 재수강 학점 인정 되나용?,['전공과목의 재수강은 처음 이수했던 학과의 동일한 과목으로만 가능합니다 (타 학과의 동일과목으론 재수강 불가)'],['에타조교'],['parent'],122534543
안녕하세요 조교님 f학점은 평점에만 들어가고 이수학점에는 안들어가니 재수강을 해서 학점을 이수하면 이수학점에 포함 되는거죠? 지금 127 학점 이수하였는데 2학점 f를 재수강하면 129학점이 되는거 맞나요?,"['네 맞습니다', '감사합니다']","['에타조교', '익명(글쓴이)']","['parent', 'child']",122449090
조교님 안녕하세요계절학기때 국가와리더 과목 중 하나인행정법을들으려고 하는데부전공이나 이중전공으로 안들어도자선으로 들을수있나요::??제가 전공심화를 할꺼라 이중전공이나 부전공을 안들어서..자선이 몇학점들을수있는지도 궁금해요 ㅠ감사합니다!,"['1. 해당과목을 개설한 학과에서 따로 전공제한을 두지 않는다면 들을 수 있습니다 과사무실에 수강 가능 여부를 문의바랍니다 2. 졸업배분표 상 학생이 들을 수 있는 자선학점은 학생의 학번, 소속 단과대의 졸업학점, 이수과정에 따라 약간씩 차이가 있습니다 수강편람에서 학생의 조건에 맞는 졸업배분표를 확인바랍니다']",['에타조교'],['parent'],122441119
"안녕하세요 조교님 이중전공으로 행정학과를 수강하고 있는 글캠 학생입니다. 다름이 아니라 수강편람을 보다가 궁금한점이 생겨서 글 올립니다. 나와있는 바로는 행정학과는 양캠퍼스 동시개설이라고 되어있고 이수캠퍼스도 양캠퍼스라고 되어있는데, 그렇다면 만약 정규학기에 행정학개론이라는 수업이 설캠 글캠 모두에서 열리게 된다면 글캠꺼를 듣지 않고 설캠 수업을 들어도 된다는 말인지 궁금합니다.","['네 해당전공은 캠간구분이 없으므로 설캠에서 듣든 글캠에서 듣든 그건 상관없습니다', '감사합니다 조교님 !']","['에타조교', '익명(글쓴이)']","['parent', 'child']",122403117
조교님 안녕하세요!졸업예정증명서는 졸업 서류가 다 통과되고 행정처리가 끝난 다음에 증명이 되는 건가요??막학기인데 졸업예정증명서를 뽑을 수는 없는 건 가요??감사합니다ㅠㅠㅠ,"['8학기 이상 재학생이라면 자동으로 졸업사정대상자가 되기 때문에 졸업예정증명서도 뽑을 수 있습니다', '감사합니다!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",122362493
편입생인데 학점인정에 관해 질문드립니다!70인정받은 학점중에 전공으로 15학점 인저 받았습니다.그러면 인정학점 = 전공15 교양34 자선21 = 70단일= 전공39 + 교양(자선)25+70= 134부전= 전공39+부전공21+교양4+70=134이중= 전공39 + 이중42 + 70= 151이렇게 계산되는게 맞을까요? 답변주시면 감사하겠습니다!,"['네 학생의 영역별 졸업학점은 전적대에서 인정받은 학점을 뺀 나머지 학점이라고 보시면 됩니다 전공을 50학점을 들어야 하는데 전적대에서 전공 15를 인정받았다면 나머지 35를 채우면 되는 식입니다', '감사합니다!!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",122356283
"조교님 안녕하세요.매번 고생해주셔서 감사합니다.이번학기 막학기에 재학중인 학생입니다!이번학기가 끝나면실용외국어 4학점을 제외한 나머지 130학점(1전공 54/ 이중 54 / 교양22 ) 을 모두 채우게됩니다.실용외국어의FLEX대체는 해당학기 등록시에만 가능하다고 알고있는데,저같은 경우엔 9학기를 1학점이라도 등록해야 대체인정 신청을 할수있는것으로 알고 있습니다.그런데, 저는 130학점을 다 채운상황인데, 어떻게 등록할 수 있는지 궁금합니다.만약 자선으로 1학점(예컨대 체육교양,,, 등등) 을 등록하더라도FLEX로 실용외국어4학점을 대체할 수 있는지 궁금합니다.감사합니다. 건강하셔요 조교님!","['130학점을 다 채웠어도 졸업필수학점인 실외를 이수하지 않았기 때문에 학생은 8학기 직후에도 재학생 신분이 유지됩니다 즉 9학기 등록은 정상적으로 할 수 있으니 그 때 플렉스로 대체하시길 바랍니다', '그렇다면 8학기 이수 후 휴학은 가능한가요? 이미 3년휴학은 다 썼습니다', '8학기직후 방학에 외언평들으세요 저도 님과같은 상황인데 그렇게 마무리지었네요']","['에타조교', '익명1', '익명2']","['parent', 'child', 'parent']",122281596
조교님 안녕하세요학원강사등록을 하려고 하는 휴학생입니다.2-2학기까지 마쳤는데 2학년 수료기준이 70학점인걸 최근에 알았는데 휴학생 신분으로 1학점 을 채울 수 있는 방법이 없는지 질문드립니다..,"['삭제된 댓글입니다.', '학원에서 강사등록하려면 2학년 수료증이 필요해서요!', '휴학생의 학점인정은 그 다음학기에 복학을 해야 인정받을 수 있습니다 그래야 해당학점을 복학학기에 산입할 수 있거든요...복학을 제외하면 지금으로선 1학점을 채울 방법이 없는데 학원측에 2-2까지 이수한 성적증명서(또는 학적부)로 제출할 수는 없는지 문의바랍니다', '감사합니다 한번 문의해볼게요 그럼 여름계절을 들어도 복학학기가 끝나야 학점인정을 받을수있는건지 궁금합니다!', '일반적으론 복학학기의 2/4 이후에 인정됩니다 그 때 중도 휴학의 가능성이 없거든요']","['(삭제)', '익명(글쓴이)', '에타조교', '익명(글쓴이)', '에타조교']","['parent', 'child', 'parent', 'child', 'child']",122199204
조교님 안녕하세요실용영어 flex대체 관련해서는 어느 부서에 문의해야 하나요? 오랫동안 휴학했다가 오랜만에 복학하는 거라 뭐가 뭔지 하나도 모르겠네요..,['실외 플렉스 대체는 교양외국어(대학외국어) 대체이므로 학종지 교양 담당자에게 문의하시길 바랍니다'],['에타조교'],['parent'],122189213
조교님 안녕하세요 저는 편입생입니다 편입생은 전적대에서 이수한 과목을  심사 후 심사 결과에 따라 제 1전공 학점으로 인정하게 됩니다.만약에 제 전적대 과를 이중전공이나 부전공을 신청 한 후 이 또한 심사를 거쳐이중전공 학점이나 부전공 학점으로 인정 받을 수 있는지 궁금합니다!,"['전년도 편입생입니다. 전적대 이수학점은 교양 혹은 자선으로만 인정되므로 이중전공 혹은 부전공 인정학점으로 포함되는 일이 없습니다', '대신 답해주셔서 감사합니다^^', '네 감사합니다!']","['익명1', '에타조교', '익명(글쓴이)']","['parent', 'child', 'parent']",122086559
